Id,Description,Invisible,Removable,Name,StatsKeys,Flag0,Unknown0,Flag1,Maximum_StatsKey,Current_StatsKey,Flag2,Unknown1,BuffVisualsKey,Flag3,Flag4,Unknown2,Flag5,Flag6,Flag7,Flag8,BuffLimit,Flag10,Id2,IsRecovery,Flag11,Flag12,Key0,Flag13,Unknown3,Flag14,Flag15,Unknown4,Data0,Flag16,Flag17,Key1,Flag18,Keys0,Keys1,Keys2,Keys3,Flag19,Unknown5,Key2,Unknown6
invisible_fire_debuff,You are taking Burning Damage from a Creeping Agony,False,False,Creeping Agony,"[<1977, 0>]",False,3,False,"<null, null>","<null, null>",False,22,"<30, 0>",False,False,2,False,True,True,False,0,False,InvisibleFireBuff,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 3380>",False,[],[],"[<1977, 0>]",[],False,0,"<null, null>",[]
invisible_holy_fire_debuff,You are taking Burning Damage from a Divine Flare,False,False,Divine Flare,"[<1977, 0>]",False,3,False,"<null, null>","<null, null>",False,22,"<33, 0>",True,False,2,False,True,True,False,0,False,InvisibleFireBuff,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 3582>",False,[],[],"[<1977, 0>]",[],False,0,"<null, null>",[]
invisible_holy_fire_elder_debuff,You are taking Burning Damage from a Divine Flare,False,False,Divine Flare,"[<1977, 0>]",False,3,False,"<null, null>","<null, null>",False,22,"<33, 0>",True,False,2,False,True,True,False,0,False,InvisibleFireBuff,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 3666>",False,[],[],"[<1977, 0>]",[],False,0,"<null, null>",[]
invisible_kitava_fire_debuff,You are taking Physical Damage over time from a Heretical Flare,False,False,Heretical Flare,"[<354, 0>]",False,3,False,"<null, null>","<null, null>",False,22,"<35, 0>",True,False,2,False,True,True,False,0,False,InvisibleFireBuff,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 3906>",False,[],[],"[<354, 0>]",[],False,0,"<null, null>",[]
ion_beam_debuff,You are taking Lightning Damage from a Galvanic Flare,False,False,Galvanic Flare,"[<1981, 0>]",False,3,False,"<null, null>","<null, null>",False,22,"<27, 0>",False,False,2,False,True,True,False,0,False,InvisibleFireBuff,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 4098>",False,[],[],"[<1981, 0>]",[],False,0,"<null, null>",[]
frost_ion_beam_debuff,You are taking Cold Damage from Creeping Ice,False,False,Creeping Ice,"[<1979, 0>]",False,3,False,"<null, null>","<null, null>",False,22,"<29, 0>",False,False,2,False,True,True,False,0,False,InvisibleFireBuff,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 4280>",False,[],[],"[<1979, 0>]",[],False,0,"<null, null>",[]
doedre_invisible_chaos_debuff,You are taking Chaos Damage over time,False,False,Sewage Toxins,"[<453, 0>]",False,3,False,"<null, null>","<null, null>",False,22,"<699, 0>",False,False,2,False,True,True,False,0,False,InvisibleFireBuff,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 4466>",False,[],[],"[<453, 0>]",[],False,0,"<null, null>",[]
fire_weapon,Your weapon does additional fire damage,False,True,Fire Weapon,"[<482, 0>, <447, 0>]",True,3,False,"<null, null>","<null, null>",True,22,"<36, 0>",True,False,1,False,True,True,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 4624>",False,[],[],"[<482, 0>, <447, 0>]",[],False,0,"<null, null>",[]
frenzy_charge,Players gain more Damage and increased Attack and Cast Speed for each Frenzy Charge they have,False,False,Frenzy Charges,[],True,4,True,"<2653, 0>","<5, 0>",True,22,"<38, 0>",True,False,3,False,True,True,False,0,False,,False,False,False,"<8459, 0>",0,4,0,0,0,[],False,False,"<0, 4892>",False,[],[],[],[],False,0,"<null, null>",[]
endurance_charge,Players gain additional Physical Damage Reduction and Elemental Resistances for each Endurance Charge they have,False,False,Endurance Charges,[],True,4,True,"<2652, 0>","<4, 0>",True,22,"<39, 0>",True,False,3,False,True,True,False,0,False,,False,False,False,"<8457, 0>",0,4,0,0,0,[],False,False,"<0, 5192>",False,[],[],[],[],False,0,"<null, null>",[]
power_charge,Players gain increased Critical Strike Chance for each Power Charge they have,False,False,Power Charges,[],True,4,True,"<2654, 0>","<6, 0>",True,22,"<40, 0>",True,False,3,False,True,True,False,0,False,,False,False,False,"<8461, 0>",0,4,0,0,0,[],False,False,"<0, 5408>",False,[],[],[],[],False,0,"<null, null>",[]
spirit_charge,Required to use certain skills.,False,False,Spirit Charges,[],True,4,True,"<7267, 0>","<6536, 0>",False,22,"<41, 0>",True,False,3,False,True,True,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 5536>",False,[],[],[],[],False,0,"<null, null>",[]
siphoning_charge,Players have altered effects for each Siphoning Charge they have,False,False,Siphoning Charges,[],True,4,True,"<7329, 0>","<7328, 0>",True,22,"<42, 0>",True,False,3,False,True,True,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 5742>",False,[],[],[],[],False,0,"<null, null>",[]
void_arrow,Can trigger the Void Shot skill while you have Void Arrows,False,False,Void Arrows,[],True,4,True,"<7349, 0>","<7348, 0>",True,22,"<43, 0>",True,False,3,False,True,True,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 5912>",False,[],[],[],[],False,0,"<null, null>",[]
divine_charge,You are charged with divine energy,False,False,Divine Charge,[],True,4,True,"<9131, 0>","<9132, 0>",True,22,"<44, 0>",True,False,3,False,True,True,False,0,False,DivineCharge,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 6072>",False,[],[],[],[],False,0,"<null, null>",[]
blitz_charge,You gain bonuses from your Ascendancy for having Blitz Charges,False,False,Blitz Charge,[],True,4,True,"<9690, 0>","<9691, 0>",True,22,"<1074, 0>",True,False,3,False,True,True,False,0,False,BlitzCharge,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 6282>",False,[],[],[],[],False,0,"<null, null>",[]
challenger_charge,You gain bonuses from your Ascendancy for having Challenger Charges,False,False,Challenger Charges,[],True,4,True,"<9786, 0>","<9787, 0>",True,22,"<1082, 0>",True,False,3,False,True,True,False,0,False,ChallengerCharge,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 6534>",False,[],[],[],[],False,0,"<null, null>",[]
hillock_buff,Attacks with fervor,False,False,Brutal Attack,"[<70, 0>, <26, 0>]",True,2,False,"<null, null>","<null, null>",False,22,"<46, 0>",True,False,1,False,True,True,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 6650>",False,[],[],"[<70, 0>, <26, 0>]",[],False,0,"<null, null>",[]
mana_leech,You are leeching Mana,True,False,Mana Leech,"[<1413, 0>, <2868, 0>]",True,1,False,"<null, null>","<null, null>",False,22,"<0, 0>",True,False,16,False,True,False,False,0,False,,True,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 6776>",False,[],[],"[<1413, 0>, <2868, 0>]",[],False,1,"<null, null>",[]
life_leech,You are leeching Life,True,False,Life Leech,"[<1412, 0>, <2867, 0>]",True,1,False,"<null, null>","<null, null>",False,22,"<0, 0>",True,False,16,False,True,False,False,0,False,,True,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 6902>",False,[],[],"[<1412, 0>, <2867, 0>]",[],False,1,"<null, null>",[]
energy_shield_leech,You are leeching Energy Shield,True,False,Energy Shield Leech,"[<1414, 0>, <2869, 0>]",True,1,False,"<null, null>","<null, null>",False,22,"<0, 0>",True,False,16,False,True,False,False,0,False,,True,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 7082>",False,[],[],"[<1414, 0>, <2869, 0>]",[],False,1,"<null, null>",[]
players_increased,More players are in the game.,True,False,Players Increased,"[<1939, 0>, <370, 0>, <3282, 0>]",False,2,False,"<null, null>","<null, null>",True,22,"<0, 0>",True,False,16,False,False,False,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 7260>",False,[],[],"[<1939, 0>, <370, 0>, <3282, 0>]",[],False,0,"<null, null>",[]
flask_bonus_armour,You have increased armour while this flask is in effect,True,False,Increased Armour,"[<117, 0>]",True,3,False,"<null, null>","<null, null>",False,22,"<0, 0>",True,False,4,False,True,False,True,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 7482>",False,[],[],"[<117, 0>]",[],False,0,"<null, null>",[]
flask_bonus_evasion,You have increased evasion while this flask is in effect,False,False,Increased Evasion,"[<120, 0>]",True,3,False,"<null, null>","<null, null>",False,22,"<49, 0>",True,False,4,False,True,True,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 7694>",False,[],[],"[<120, 0>]",[],False,0,"<null, null>",[]
flask_bonus_energy_shield,You have increased energy shield while this flask is in effect,True,False,Increased Energy Shield,"[<134, 0>]",True,3,False,"<null, null>","<null, null>",False,22,"<0, 0>",True,False,4,False,True,False,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 7942>",False,[],[],"[<134, 0>]",[],False,0,"<null, null>",[]
flask_bonus_movement_speed,You move faster while this flask is in effect,False,False,Increased Movement Speed,"[<177, 0>]",True,3,False,"<null, null>","<null, null>",False,22,"<47, 0>",True,False,4,False,True,True,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 8160>",False,[],[],"[<177, 0>]",[],False,0,"<null, null>",[]
flask_bonus_stun_recovery,You recover faster from being stunned while this flask is in effect,True,False,Increased Stun Recovery,"[<221, 0>]",True,3,False,"<null, null>","<null, null>",False,22,"<0, 0>",True,False,4,False,True,False,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 8418>",False,[],[],"[<221, 0>]",[],False,0,"<null, null>",[]
flask_bonus_resistances,You have increased resistances while this flask is in effect,True,False,Increased Resistances,"[<141, 0>]",True,3,False,"<null, null>","<null, null>",False,22,"<0, 0>",True,False,4,False,True,False,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 8654>",False,[],[],"[<141, 0>]",[],False,0,"<null, null>",[]
flask_bonus_life_leech,You have life leech while this flask is in effect,True,False,Increased Life Leech,"[<3094, 0>]",True,3,False,"<null, null>","<null, null>",False,22,"<0, 0>",True,False,4,False,True,False,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 8864>",False,[],[],"[<3094, 0>]",[],False,0,"<null, null>",[]
flask_bonus_mana_leech,You have mana leech while this flask is in effect,True,False,Increased Mana Leech,"[<3095, 0>]",True,3,False,"<null, null>","<null, null>",False,22,"<0, 0>",True,False,4,False,True,False,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 9074>",False,[],[],"[<3095, 0>]",[],False,0,"<null, null>",[]
flask_bonus_knockback,Your Melee attacks knock back enemies while this flask is in effect,True,False,Added Knockback,"[<721, 0>]",True,3,False,"<null, null>","<null, null>",False,22,"<0, 0>",True,False,4,False,True,False,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 9308>",False,[],[],"[<721, 0>]",[],False,0,"<null, null>",[]
flask_bonus_global_knockback,You knock back enemies while this flask is in effect,True,False,Added Knockback,"[<110, 0>]",True,3,False,"<null, null>","<null, null>",False,22,"<0, 0>",True,False,4,False,True,False,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 9492>",False,[],[],"[<110, 0>]",[],False,0,"<null, null>",[]
flask_bonus_prevents_death,You can't die while this flask is in effect,True,False,Death Prevention,"[<398, 0>]",True,3,False,"<null, null>","<null, null>",False,22,"<0, 0>",True,False,4,False,True,False,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 9690>",False,[],[],"[<398, 0>]",[],False,0,"<null, null>",[]
flask_bonus_ignite_immunity,,True,False,,[],False,3,False,"<null, null>","<null, null>",False,22,"<381, 0>",True,False,4,False,True,False,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 9756>",False,[],"[<4924, 0>]",[],[],False,0,"<null, null>",[]
chill_immunity,"All Chill has been removed from you, and you cannot be Chilled.",False,False,Chill Immunity,[],True,3,False,"<null, null>","<null, null>",False,22,"<383, 0>",True,False,16,False,True,False,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 9958>",False,[],"[<4923, 0>]",[],[],False,0,"<null, null>",[]
freeze_immunity,"All Freeze has been removed from you, and you cannot be Frozen",False,False,Freeze Immunity,[],True,3,False,"<null, null>","<null, null>",False,22,"<379, 0>",True,False,16,False,True,False,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 10162>",False,[],"[<4922, 0>]",[],[],False,0,"<null, null>",[]
ignite_immunity,"All Ignite has been removed from you, and you cannot be Ignited.",False,False,Ignite Immunity,[],True,3,False,"<null, null>","<null, null>",False,22,"<381, 0>",True,False,16,False,True,False,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 10370>",False,[],"[<4924, 0>]",[],[],False,0,"<null, null>",[]
shock_immunity,"All Shock has been removed from you, and you cannot be Shocked.",False,False,Shock Immunity,[],True,3,False,"<null, null>","<null, null>",False,22,"<382, 0>",True,False,16,False,True,False,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 10572>",False,[],"[<4925, 0>]",[],[],False,0,"<null, null>",[]
bleeding_immunity,"All Bleeding has been removed from you, and Bleeding cannot be inflicted on you.",False,False,Bleeding Immunity,[],True,3,False,"<null, null>","<null, null>",False,22,"<380, 0>",True,False,16,False,True,False,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 10820>",False,[],"[<2641, 0>]",[],[],False,0,"<null, null>",[]
corrupted_blood_immunity,"All Corrupted Blood has been removed from you, and Corrupted Blood cannot be inflicted on you.",False,False,Corrupted Blood Immunity,[],True,3,False,"<null, null>","<null, null>",False,22,"<384, 0>",True,False,16,False,True,False,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 11124>",False,[],"[<14102, 0>]",[],[],False,0,"<null, null>",[]
flask_bonus_curse_immunity,,True,False,Curse Immunity,[],True,3,False,"<null, null>","<null, null>",False,22,"<48, 0>",True,False,4,False,True,True,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 11220>",False,[],"[<745, 0>]",[],[],False,0,"<null, null>",[]
spectre_buff,,True,False,Spectral,[],False,3,False,"<null, null>","<null, null>",False,22,"<50, 0>",True,False,16,False,True,True,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 11276>",False,[],[],[],[],False,0,"<null, null>",[]
infernal_blow_hit,,True,False,Hit by Infernal Blow,"[<1999, 0>]",False,3,False,"<null, null>","<null, null>",True,22,"<0, 0>",True,False,16,False,False,False,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 11366>",False,[],[],"[<1999, 0>]",[],False,0,"<null, null>",[]
viper_strike_orb,You are taking Chaos Damage from Viper Strike,False,False,Hit by Viper Strike,"[<453, 0>]",True,1,False,"<null, null>","<null, null>",True,22,"<51, 0>",True,False,2,False,True,True,False,0,False,,False,False,False,"<null, null>",0,2,0,0,0,[],False,False,"<0, 11554>",False,[],[],"[<453, 0>]",[],False,0,"<null, null>",[]
phase_run,"You are fast and hard to see. If you end this buff by making a weapon attack, that attack will do more damage",False,True,Phase Running,"[<177, 0>, <314, 0>, <635, 0>, <5824, 0>]",True,2,False,"<null, null>","<null, null>",False,22,"<52, 0>",True,False,1,False,True,True,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 11868>",False,[],[],"[<177, 0>, <314, 0>, <635, 0>, <5824, 0>]",[],False,0,"<null, null>",[]
monster_magic_effect_buff,,True,False,,[],True,2,False,"<null, null>","<null, null>",True,22,"<54, 0>",True,False,16,True,True,True,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 11954>",False,[],[],[],[],False,0,"<null, null>",[]
monster_rare_effect_buff,,True,False,,[],True,2,False,"<null, null>","<null, null>",True,22,"<55, 0>",True,False,16,True,True,True,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 12006>",False,[],[],[],[],False,0,"<null, null>",[]
fuse_arrow_orb,You're going to go boom,False,False,Hit by Explosive Arrow,[],True,4,True,"<529, 0>","<528, 0>",True,22,"<59, 0>",True,False,3,False,True,True,False,0,False,,False,False,False,"<null, null>",0,4,0,0,0,[],False,False,"<0, 12136>",False,[],[],[],[],False,0,"<null, null>",[]
curse_temporal_chains,You are cursed. Time passes more slowly for you.,False,False,Temporal Chains,"[<3245, 0>, <9139, 0>, <532, 0>]",False,6,False,"<null, null>","<null, null>",True,22,"<60, 0>",False,False,5,False,True,True,False,0,False,CurseDebuff,False,False,False,"<null, null>",0,4,0,1,0,[],False,False,"<0, 12366>",False,[],[],"[<3245, 0>, <9139, 0>, <532, 0>]","[<719, 0>, <12450, 0>]",False,0,"<null, null>",[]
curse_elemental_weakness,You are cursed. You take more Elemental damage.,False,False,Elemental Weakness,"[<141, 0>, <621, 0>]",False,6,False,"<null, null>","<null, null>",True,22,"<62, 0>",False,False,5,False,True,True,False,0,False,CurseDebuff,False,False,False,"<null, null>",0,4,0,1,0,[],False,False,"<0, 12612>",False,[],[],"[<141, 0>, <621, 0>]","[<719, 0>]",False,0,"<null, null>",[]
curse_fire_weakness,You are cursed. You take more Fire damage and are more prone to being Ignited.,False,False,Flammability,"[<144, 0>, <536, 0>, <207, 0>]",False,6,False,"<null, null>","<null, null>",True,22,"<64, 0>",False,False,5,False,True,True,False,0,False,CurseDebuff,False,False,False,"<null, null>",0,4,0,1,0,[],False,False,"<0, 12890>",False,[],[],"[<144, 0>, <536, 0>, <207, 0>]","[<719, 0>]",False,0,"<null, null>",[]
curse_cold_weakness,You are cursed. You take more Cold damage and are more prone to being Frozen.,False,False,Frostbite,"[<146, 0>, <535, 0>, <206, 0>]",False,6,False,"<null, null>","<null, null>",True,22,"<65, 0>",False,False,5,False,True,True,False,0,False,CurseDebuff,False,False,False,"<null, null>",0,4,0,1,0,[],False,False,"<0, 13168>",False,[],[],"[<146, 0>, <535, 0>, <206, 0>]","[<719, 0>]",False,0,"<null, null>",[]
curse_lightning_weakness,You are cursed. You take more Lightning damage and are more prone to being Shocked.,False,False,Conductivity,"[<148, 0>, <533, 0>, <205, 0>]",False,6,False,"<null, null>","<null, null>",True,22,"<67, 0>",False,False,5,False,True,True,False,0,False,CurseDebuff,False,False,False,"<null, null>",0,4,0,1,0,[],False,False,"<0, 13474>",False,[],[],"[<148, 0>, <533, 0>, <205, 0>]","[<719, 0>]",False,0,"<null, null>",[]
curse_warlords_mark,"You are cursed. You will be Stunned for longer, grant Rage, Mana and Life Leech to enemies, and grant an Endurance charge when killed.",False,False,Warlord's Mark,"[<12385, 0>, <12387, 0>, <9742, 0>, <9743, 0>, <544, 0>, <12591, 0>, <477, 0>]",False,6,False,"<null, null>","<null, null>",True,22,"<69, 0>",False,False,14,False,True,True,False,0,False,CurseDebuff,False,False,False,"<null, null>",0,4,0,1,0,[],False,False,"<0, 13908>",False,[],[],"[<12385, 0>, <12387, 0>, <9742, 0>, <9743, 0>, <544, 0>, <12591, 0>, <477, 0>]","[<719, 0>]",False,0,"<null, null>",[]
curse_punishment,,False,False,,"[<540, 0>]",False,6,False,"<null, null>","<null, null>",True,22,"<70, 0>",False,False,5,False,True,True,False,0,False,CurseDebuff,False,False,False,"<null, null>",0,4,0,1,0,[],False,False,"<0, 14016>",False,[],[],"[<540, 0>]","[<719, 0>]",False,0,"<null, null>",[]
curse_enfeeble,You are cursed. You deal less damage and have reduced accuracy.,False,False,Enfeeble,"[<84, 0>, <648, 0>, <9140, 0>]",False,6,False,"<null, null>","<null, null>",True,22,"<72, 0>",False,False,5,False,True,True,False,0,False,CurseDebuff,False,False,False,"<null, null>",0,4,0,1,0,[],False,False,"<0, 14238>",False,[],[],"[<84, 0>, <648, 0>, <9140, 0>]","[<719, 0>]",False,0,"<null, null>",[]
